,圖號,圖名,卷片號或數位照片檔名,CloudRate,SecureType,拍攝日期,MinX,MinY,MaxX,MaxY,現有檔名,Roll,camera,Unnamed: 13,Unnamed: 14,Unnamed: 15
41090,95212050,眉原山(一),160526g_40~0036_hr4,30,一般圖,20160526,248277.692,2668682.073,250818.802,2671450.881,95212050_160526g_40~0036_hr4.tif,160526g,DMC,,,
41125,95212052,茅埔,161210_0727_mtbn,20,一般圖,20161210,227944.494,2665926.677,230489.897,2668699.112,95212052_161210_0727_mtbn.tif,161210_,ADS40,,,
41338,95212065,老莊,180519_0312_mtbn,90,一般圖,20180519,235566.531,2663149.571,238110.938,2665920.629,95212065_180519_0312_mtbn.tif,180519_,ADS40,,,
41367,95212067,五棚坑,110615d_37~0112_hr4,10,一般圖,20110615,240650.731,2663146.243,243194.149,2665916.393,95212067_110615d_37~0112_hr4.tif,110615d,DMC,,,
41403,95212069,眉原(四),100719e_39~0004_hr4,90,一般圖,20100719,245734.927,2663144.725,248277.358,2665913.968,95212069_100719e_39~0004_hr4.tif,100719e,DMC,,,
41406,95212069,眉原(四),121115e_39~0036_hr4,10,一般圖,20121115,245734.927,2663144.725,248277.358,2665913.968,95212069_121115e_39~0036_hr4.tif,121115e,DMC,,,
41453,95212071,北坑巷,210311d_31~0108_hr4,10,一般圖,20210311,225393.338,2660392.943,227940.215,2663165.809,95212071_210311d_31~0108_hr4.tif,210311d,DMC,,,
41520,95212076,三層坪,110615d_36~0042_hr4,0,一般圖,20110615,238106.328,2660378.978,240650.731,2663149.571,95212076_110615d_36~0042_hr4.tif,110615d,DMC,,,
41526,95212076,三層坪,160531d_36~0050_hr4,10,一般圖,20160531,238106.328,2660378.978,240650.731,2663149.571,95212076_160531d_36~0050_hr4.tif,160531d,DMC,,,
41693,95212086,小岩頂,110615d_36~0038_hr4,20,一般圖,20110615,238104.026,2657610.284,240648.92,2660380.867,95212086_110615d_36~0038_hr4.tif,110615d,DMC,,,
41704,95212086,小岩頂,181108_0337_mtbn,0,一般圖,20181108,238104.026,2657610.284,240648.92,2660380.867,95212086_181108_0337_mtbn.tif,181108_,ADS40,,,
41800,95212091,平林巷(北),211119d_31~0051_hr4,0,一般圖,20211119,225383.819,2654855.542,227931.671,2657628.384,95212091_211119d_31~0051_hr4.tif,211119d,DMC,,,
41836,95212094,清德,111130e_34~0162_hr4,0,一般圖,20111130,233014.57,2654845.822,235560.94,2657617.301,95212094_111130e_34~0162_hr4.tif,111130e,DMC,,,
41909,95212098,史港,100719d_38~0074_hr4,40,一般圖,20100719,243188.876,2654839.182,245733.275,2657608.848,95212098_100719d_38~0074_hr4.tif,100719d,DMC,,,
41952,95212100,史港(二),090918e_40~0011_rgb,30,一般圖,20090918,248115.0,2654690.0,250980.0,2657755.0,95212100_090918e_40~0011_rgb.tif,090918e,DMC,,,
41954,95212100,史港(二),100719e_40~0059_hr4,90,一般圖,20100719,248276.023,2654838.57,250819.596,2657607.333,95212100_100719e_40~0059_hr4.tif,100719e,DMC,,,
41956,95212100,史港(二),121115e_40~0055_hr4,90,一般圖,20121115,248276.023,2654838.57,250819.596,2657607.333,95212100_121115e_40~0055_hr4.tif,121115e,DMC,,,
42148,95213008,車路墘,180519_0225_mtbnc,90,一般圖,20180519,217809.349,2679788.01,220354.296,2682562.338,95213008_180519_0225_mtbnc.tif,180519_,ADS40,,,
42355,95213017,馬岡厝,150608b_27~0136_hr4,0,一般圖,20150608,215263.413,2677024.762,217809.349,2679799.536,95213017_150608b_27~0136_hr4.tif,150608b,DMC,,,
42407,95213019,嘉仁村,160703b_29~0241_hr4c,40,一般圖,20160703,220342.719,2677014.153,222887.656,2679788.01,95213019_160703b_29~0241_hr4c.tif,160703b,DMC,,,
42418,95213020,湳底,091021d_30~0048_rgb,40,一般圖,20091021,222725.0,2676865.0,225590.0,2679930.0,95213020_091021d_30~0048_rgb.tif,091021d,DMC,,,
42466,95213022,水師寮,110709_0232_mtbn,20,一般圖,20110709,202555.822,2674290.432,205104.747,2677067.49,95213022_110709_0232_mtbn.tif,110709_,ADS40,,,
42496,95213023,新莊子,131018a_23~0164_hr4,0,一般圖,20131018,205095.997,2674282.635,207644.421,2677059.233,95213023_131018a_23~0164_hr4.tif,131018a,DMC,,,
42610,95213028,舊社,090610b_28~0204_rgb,10,一般圖,20090610,217640.0,2674105.0,220505.0,2677170.0,95213028_090610b_28~0204_rgb.tif,090610b,DMC,,,
42625,95213028,舊社,170607_0232_mtbn,90,一般圖,20170607,217796.793,2674250.461,220342.719,2677024.762,95213028_170607_0232_mtbn.tif,170607_,ADS40,,,
42688,95213031,湖子內,140609a_21~0232_hr4,40,一般圖,20140609,200005.91,2671529.884,202555.822,2674307.387,95213031_140609a_21~0232_hr4.tif,140609a,DMC,,,
42694,95213031,湖子內,170623_0326_mtbn,10,一般圖,20170623,200005.91,2671529.884,202555.822,2674307.387,95213031_170623_0326_mtbn.tif,170623_,ADS40,,,
42732,95213033,井子頭,100518a_23~0039_hr4c,30,一般圖,20100518,205087.255,2671513.85,207636.166,2674290.432,95213033_100518a_23~0039_hr4c.tif,100518a,DMC,,,
42804,95213036,何厝莊,100518b_26~0332_hr4c,10,一般圖,20100518,212709.231,2671493.199,215256.643,2674268.404,95213036_100518b_26~0332_hr4c.tif,100518b,DMC,,,
42841,95213037,台中市(北部),181001_0223_mtbn,90,一般圖,20181001,215249.88,2671487.223,217796.793,2674261.969,95213037_181001_0223_mtbn.tif,181001_,ADS40,,,
42890,95213040,部子坑口,091021d_30~0056c,30,一般圖,20091021,222871.8,2671472.015,225417.219,2674245.388,95213040_091021d_30~0056_rgbc.tif,091021d,DMC,,,
43104,95213049,太平,120522b_29~0012_hr4,10,一般圖,20120522,220325.395,2668707.883,222871.8,2671481.7,95213049_120522b_29~0012_hr4.tif,120522b,DMC,,,
43158,95213051,柑子井,170623_0326_mtbn,40,一般圖,20170623,199986.477,2665992.315,202537.359,2668769.786,95213051_170623_0326_mtbn.tif,170623_,ADS40,,,
43183,95213052,中寮,170607_0418_mtbn,20,一般圖,20170607,202528.141,2665984.083,205078.522,2668761.095,95213052_170607_0418_mtbn.tif,170607_,ADS40,,,
43227,95213054,下勞胥,140616a_24~0076_hr4c,30,一般圖,20140616,207611.45,2665968.979,210160.833,2668745.073,95213054_140616a_24~0076_hr4c.tif,140616a,DMC,,,
43317,95213058,內新,120522b_28~0164_hr4,30,一般圖,20120522,217778.005,2665944.205,220325.395,2668718.467,95213058_120522b_28~0164_hr4.tif,120522b,DMC,,,
43322,95213058,內新,150608b_28~0199_hr4,0,一般圖,20150608,217778.005,2665944.205,220325.395,2668718.467,95213058_150608b_28~0199_hr4.tif,150608b,DMC,,,
43459,95213064,牛埔仔,160514a_24~0072_hr4,40,一般圖,20160514,207603.227,2663200.226,210153.096,2665976.305,95213064_160514a_24~0072_hr4.tif,160514a,DMC,,,
43490,95213065,田中庄,181001_0238_mtbn,20,一般圖,20181001,210145.366,2663193.359,212694.737,2665968.979,95213065_181001_0238_mtbn.tif,181001_,ADS40,,,
43516,95213066,東勢園,181001_0254_mtbn,30,一般圖,20181001,212687.5,2663186.944,215236.373,2665962.107,95213066_181001_0254_mtbn.tif,181001_,ADS40,,,
43676,95213073,草子埔,140616a_23~0181_hr4,20,一般圖,20140616,205052.375,2660438.796,207603.227,2663215.318,95213073_140616a_23~0181_hr4.tif,140616a,DMC,,,
43694,95213074,安溪寮,090430a_24~0788_rgb,10,一般圖,20090430,207440.0,2660290.0,210305.0,2663355.0,95213074_090430a_24~0788_rgb.tif,090430a,DMC,,,
43803,95213078,霧峰,130527b_28~0087_hr4,40,一般圖,20130527,217765.51,2660406.747,220313.875,2663180.981,95213078_130527b_28~0087_hr4.tif,130527b,DMC,,,
43842,95213080,桐林,091014d_30~0050_rgb,90,一般圖,20091014,222695.0,2660255.0,225560.0,2663320.0,95213080_091014d_30~0050_rgb.tif,091014d,DMC,,,
43925,95213083,姜子寮,141016a_23~0144_hr4,0,一般圖,20141016,205043.676,2657670.055,207595.012,2660446.562,95213083_141016a_23~0144_hr4.tif,141016a,DMC,,,
43932,95213083,姜子寮,171005_0208_mtbn,30,一般圖,20171005,205043.676,2657670.055,207595.012,2660446.562,95213083_171005_0208_mtbn.tif,171005_,ADS40,,,
43951,95213084,林厝坑,140616a_24~0064_hr4,30,一般圖,20140616,207586.805,2657662.747,210137.644,2660438.796,95213084_140616a_24~0064_hr4.tif,140616a,DMC,,,
43974,95213085,舊社,120522b_25~0375_hr4,40,一般圖,20120522,210129.929,2657655.89,212680.27,2660431.482,95213085_120522b_25~0375_hr4.tif,120522b,DMC,,,
43994,95213086,農場,090610b_26~0341_rgb,10,一般圖,20090610,212520.0,2657505.0,215385.0,2660570.0,95213086_090610b_26~0341_rgb.tif,090610b,DMC,,,
44007,95213086,農場,160703b_26~0133_hr4,40,一般圖,20160703,212673.048,2657649.485,215222.892,2660424.62,95213086_160703b_26~0133_hr4.tif,160703b,DMC,,,
44026,95213087,北勢,130607b_27~0161_hr4,20,一般圖,20130607,215216.162,2657643.532,217765.51,2660418.21,95213087_130607b_27~0161_hr4.tif,130607b,DMC,,,
44052,95213088,光復新村,130527b_28~0091_hr4,30,一般圖,20130527,217759.271,2657638.031,220308.123,2660412.252,95213088_130527b_28~0091_hr4.tif,130527b,DMC,,,
44174,95213093,三家春,151018a_23~0305_hr4,0,一般圖,20151018,205034.986,2654901.323,207586.805,2657677.815,95213093_151018a_23~0305_hr4.tif,151018a,DMC,,,
44314,95213099,象鼻橋,100519d_29~0140_hr4,0,一般圖,20100519,220140.0,2654720.0,223005.0,2657785.0,95213099_100519d_29~0140_hr4.tif,100519d,DMC,,,
44339,95213100,象鼻坑,140630d_30~0244_hr4,20,一般圖,20140630,222840.229,2654859.685,225388.576,2657632.982,95213100_140630d_30~0244_hr4.tif,140630d,DMC,,,
44418,95214009,圳頭,100518b_29~0063_hr4,10,一般圖,20100518,220245.0,2707330.0,223110.0,2710395.0,95214009_100518b_29~0063_hr4.tif,100518b,DMC,,,
44451,95214010,南窩,140630d_30~0320_hr4,20,一般圖,20140630,222940.841,2707466.517,225479.854,2710240.054,95214010_140630d_30~0320_hr4.tif,140630d,DMC,,,
44576,95214019,圓仔山,211027b_29~0117_hr4,0,一般圖,20211027,220400.829,2704702.313,222940.841,2707476.299,95214019_211027b_29~0117_hr4.tif,211027b,DMC,,,
44579,95214020,大南窩,090629d_30~0328_rgb,90,一般圖,20090629,222775.0,2704555.0,225640.0,2707620.0,95214020_090629d_30~0328_rgb.tif,090629d,DMC,,,
44622,95214026,苑裡,091014b_26~0085_rgb,90,一般圖,20091014,212630.0,2701810.0,215495.0,2704875.0,95214026_091014b_26~0085_rgb.tif,091014b,DMC,,,
44625,95214026,苑裡,110529b_26~0113_hr4,0,一般圖,20110529,212789.458,2701950.165,215331.476,2704725.525,95214026_110529b_26~0113_hr4.tif,110529b,DMC,,,
44660,95214027,苑裡坑,160703b_27~0074_hr4,30,一般圖,20160703,215324.64,2701944.138,217866.154,2704719.035,95214027_160703b_27~0074_hr4.tif,160703b,DMC,,,
44670,95214028,水柳坡,090610b_28~0244_rgb,0,一般圖,20090610,217700.0,2701795.0,220565.0,2704860.0,95214028_090610b_28~0244_rgb.tif,090610b,DMC,,,
44801,95214036,台中幼獅工業區,151018b_26~0349_hr4,0,一般圖,20151018,212782.129,2699181.305,215324.64,2701956.65,95214036_151018b_26~0349_hr4.tif,151018b,DMC,,,
44895,95214040,蕉埔,100519d_30~0532_hr4,90,一般圖,20100519,222924.831,2699159.956,225465.33,2701933.456,95214040_100519d_30~0532_hr4.tif,100519d,DMC,,,
44930,95214043,大安港(西部),211025a_23~0172_hr4,20,一般圖,20211025,205166.236,2696433.248,207710.751,2699209.966,95214043_211025a_23~0172_hr4.tif,211025a,DMC,,,
44979,95214046,日南,071016b_26_0327_rgb,0,一般圖,20071016,212615.0,2696270.0,215480.0,2699335.0,95214046_071016b_26_0327_rgb.tif,071016b,DMC,,,
44982,95214046,日南,091014b_26~0093_rgb,90,一般圖,20091014,212615.0,2696270.0,215480.0,2699335.0,95214046_091014b_26~0093_rgb.tif,091014b,DMC,,,
45073,95214050,大坪頭,090629d_30~0316c,10,一般圖,20090629,222919.505,2696391.121,225460.498,2699164.608,95214050_090629d_30~0316_rgbc.tif,090629d,DMC,,,
45178,95214056,鐵砧山,091014b_26~0097_rgb,40,一般圖,20091014,212605.0,2693500.0,215470.0,2696565.0,95214056_091014b_26~0097_rgb.tif,091014b,DMC,,,
45227,95214058,六股,091014b_28~0224_rgb,20,一般圖,20091014,217680.0,2693490.0,220545.0,2696555.0,95214058_091014b_28~0224_rgb.tif,091014b,DMC,,,
45258,95214059,上館,140630d_29~0331_hr4,20,一般圖,20140630,220377.517,2693626.94,222919.505,2696400.874,95214059_140630d_29~0331_hr4.tif,140630d,DMC,,,
45413,95214066,外埔,160703b_26~0095_hr4,40,一般圖,20160703,212760.185,2690874.778,215304.172,2693650.081,95214066_160703b_26~0095_hr4.tif,160703b,DMC,,,
45473,95214069,五崁腳,071016b_29_0271_rgb,0,一般圖,20071016,220210.0,2690715.0,223075.0,2693780.0,95214069_071016b_29_0271_rgb.tif,071016b,DMC,,,
45652,95214076,外埔農場,160703b_26~0099_hr4,30,一般圖,20160703,212752.885,2688105.954,215297.362,2690881.243,95214076_160703b_26~0099_hr4.tif,160703b,DMC,,,
45654,95214076,外埔農場,170607_0336_mtbn,30,一般圖,20170607,212752.885,2688105.954,215297.362,2690881.243,95214076_170607_0336_mtbn.tif,170607_,ADS40,,,
45656,95214076,外埔農場,180527_0149_mtbn,0,一般圖,20180527,212752.885,2688105.954,215297.362,2690881.243,95214076_180527_0149_mtbn.tif,180527_,ADS40,,,
45826,95214084,瓊子腳,130530a_24~0023_hr4,10,一般圖,20130530,207669.235,2685350.504,210215.206,2688126.7,95214084_130530a_24~0023_hr4.tif,130530a,DMC,,,
45835,95214084,瓊子腳,171005_0230_mtbn,0,一般圖,20171005,207669.235,2685350.504,210215.206,2688126.7,95214084_171005_0230_mtbn.tif,171005_,ADS40,,,
45839,95214085,海風庄,070702b_25~0477c,90,一般圖,20070702,210207.416,2685343.594,212752.885,2688119.329,95214085_070702b_25~0477_hr4c.tif,070702b,DMC,,,
45872,95214086,新莊,140627b_26~0266_hr4,0,一般圖,20140627,212745.592,2685337.139,215290.559,2688112.414,95214086_140627b_26~0266_hr4.tif,140627b,DMC,,,
45964,95214090,毘盧禪寺,130607d_30~0157_hr4c,30,一般圖,20130607,222898.252,2685315.872,225441.216,2688089.308,95214090_130607d_30~0157_hr4c.tif,130607d,DMC,,,
45968,95214090,毘盧禪寺,160529d_30~0036_hr4c,20,一般圖,20160529,222898.252,2685315.872,225441.216,2688089.308,95214090_160529d_30~0036_hr4c.tif,160529d,DMC,,,
46008,95214092,南簡,140616a_22~0258_hr4,30,一般圖,20140616,202583.584,2682596.862,205131.048,2685373.966,95214092_140616a_22~0258_hr4.tif,140616a,DMC,,,
46036,95214093,清水,160514a_23~0148_hr4,20,一般圖,20160514,205122.273,2682589.047,207669.235,2685365.69,95214093_160514a_23~0148_hr4.tif,160514a,DMC,,,
46187,95214100,翁社,130606d_30~0164_hr4,30,一般圖,20130606,222892.951,2682547.082,225436.407,2685320.506,95214100_130606d_30~0164_hr4.tif,130606d,DMC,,,
46291,95221040,新莊子,100607b_40~0232_hr4,20,一般圖,20100607,248120.0,2754370.0,250985.0,2757435.0,95221040_100607b_40~0232_hr4.tif,100607b,DMC,,,
46543,95221076,港南村西海岸,171115_0341_mtbn,20,一般圖,20171115,238176.428,2743444.029,240705.899,2746214.941,95221076_171115_0341_mtbn.tif,171115_,ADS40,,,
46714,95221090,光明新村,091017b_40~0212_rgb,20,一般圖,20091017,248120.0,2740525.0,250985.0,2743590.0,95221090_091017b_40~0212_rgb.tif,091017b,DMC,,,
46764,95221097,香山,151013b_37~0297_hr4,0,一般圖,20151013,240700.31,2737904.635,243230.283,2740675.061,95221097_151013b_37~0297_hr4.tif,151013b,DMC,,,
46797,95221099,靈隱寺,091017b_39~0112c,30,一般圖,20091017,245757.544,2737903.085,248286.503,2740672.586,95221099_091017b_39~0112_rgbc.tif,091017b,DMC,,,
46820,95221100,雙溪,130527b_40~0504_hr4,90,一般圖,20130527,248286.16,2737903.003,250814.776,2740672.041,95221100_130527b_40~0504_hr4.tif,130527b,DMC,,,
46915,95222009,新城,080803b_39~0012_rgb,10,一般圖,20080803,245590.0,2734985.0,248455.0,2738050.0,95222009_080803b_39~0012_rgb.tif,080803b,DMC,,,
47052,95222018,深井,160531b_38~0285_hr4,0,一般圖,20160531,243226.222,2732365.743,245756.696,2735135.686,95222018_160531b_38~0285_hr4.tif,160531b,DMC,,,
47090,95222020,富興頭,130527b_40~0496_hr4,90,一般圖,20130527,248285.475,2732365.117,250815.102,2735134.137,95222020_130527b_40~0496_hr4.tif,130527b,DMC,,,
47166,95222025,竹南,210524b_35~0303_hr4,0,一般圖,20210524,235634.469,2729601.207,238166.964,2732372.527,95222025_210524b_35~0303_hr4.tif,210524b,DMC,,,
47358,95222035,尖山,091017b_35~0439_rgb,30,一般圖,20091017,235465.0,2726685.0,238330.0,2729750.0,95222035_091017b_35~0439_rgb.tif,091017b,DMC,,,
47485,95222041,水尾,160628b_31~0192_hr4,30,一般圖,20160628,225504.154,2724075.66,228039.677,2726848.81,95222041_160628b_31~0192_hr4.tif,160628b,DMC,,,
47724,95222052,後龍,211027b_32~0024_hr4,10,一般圖,20211027,228030.94,2721302.986,230566.456,2724075.66,95222052_211027b_32~0024_hr4.tif,211027b,DMC,,,
47739,95222053,新港,150516b_33~0448_hr4,0,一般圖,20150516,230562.593,2721299.685,233097.602,2724071.897,95222053_150516b_33~0448_hr4.tif,150516b,DMC,,,
47779,95222055,鹽菜坑,120525b_35~0337_hr4,0,一般圖,20120525,235625.89,2721294.464,238159.89,2724065.752,95222055_120525b_35~0337_hr4.tif,120525b,DMC,,,
47851,95222058,大河底,151013b_38~0232_hr4,0,一般圖,20151013,243220.825,2721290.081,245753.311,2724059.984,95222058_151013b_38~0232_hr4.tif,151013b,DMC,,,
47905,95222062,後龍底,071023b_32_0162_rgb,0,一般圖,20071023,227865.0,2718390.0,230730.0,2721455.0,95222062_071023b_32_0162_rgb.tif,071023b,DMC,,,
47978,95222065,扒仔岡,130527b_35~0324_hr4,90,一般圖,20130527,235623.036,2718525.568,238157.537,2721296.845,95222065_130527b_35~0324_hr4.tif,130527b,DMC,,,
48071,95222071,鴨母坑,110626_0223_mtbn,0,一般圖,20110626,225489.56,2715768.945,228026.578,2718542.058,95222071_110626_0223_mtbn.tif,110626_,ADS40,,,
48152,95222075,天花湖,081021b_35~0073_rgb,10,一般圖,20081021,235455.0,2715610.0,238320.0,2718675.0,95222075_081021b_35~0073_rgb.tif,081021b,DMC,,,
48161,95222075,天花湖,130527b_35~0320_hr4,20,一般圖,20130527,235620.185,2715756.682,238155.185,2718527.947,95222075_130527b_35~0320_hr4.tif,130527b,DMC,,,
48244,95222081,茅仔埔,120523b_31~0049_hr4,90,一般圖,20120523,225484.705,2713000.058,228022.22,2715773.159,95222081_120523b_31~0049_hr4.tif,120523b,DMC,,,
48247,95222081,茅仔埔,140618b_31~0445_hr4,10,一般圖,20140618,225484.705,2713000.058,228022.22,2715773.159,95222081_140618b_31~0445_hr4.tif,140618b,DMC,,,
48294,95222083,龜山,130527b_33~0305_hr4,30,一般圖,20130527,230551.026,2712993.014,233087.532,2715765.191,95222083_130527b_33~0305_hr4.tif,130527b,DMC,,,
48301,95222083,龜山,171026_0212_mtbn,0,一般圖,20171026,230551.026,2712993.014,233087.532,2715765.191,95222083_171026_0212_mtbn.tif,171026_,ADS40,,,
48367,95222087,獅潭,090701d_37~0057_rgb,10,一般圖,20090701,240520.0,2712835.0,243385.0,2715900.0,95222087_090701d_37~0057_rgb.tif,090701d,DMC,,,
48385,95222088,仙山,100519d_38~0513_hr4,10,一般圖,20100519,243050.0,2712835.0,245915.0,2715900.0,95222088_100519d_38~0513_hr4.tif,100519d,DMC,,,
48429,95222091,五湖,151013b_31~0536_hr4,0,一般圖,20151013,225479.854,2710231.181,228017.867,2713004.269,95222091_151013b_31~0536_hr4.tif,151013b,DMC,,,
48457,95222092,南勢,151013b_32~0480_hr4,0,一般圖,20151013,228013.517,2710227.432,230551.026,2713000.058,95222092_151013b_32~0480_hr4.tif,151013b,DMC,,,
48490,95222094,上大坑,100519d_34~0320_hr4,0,一般圖,20100519,232915.0,2710075.0,235780.0,2713140.0,95222094_100519d_34~0320_hr4.tif,100519d,DMC,,,
48496,95222094,上大坑,140619d_34~0204_hr4,90,一般圖,20140619,233080.835,2710221.309,235617.337,2712993.014,95222094_140619d_34~0204_hr4.tif,140619d,DMC,,,
48517,95222095,新石門,160529d_35~0231_hr4,10,一般圖,20160529,235614.491,2710218.936,238150.489,2712990.18,95222095_160529d_35~0231_hr4.tif,160529d,DMC,,,
48732,95223070,崎頂,150516b_30~0551_hr4,0,一般圖,20150516,222962.259,2718542.058,225499.285,2721315.646,95223070_150516b_30~0551_hr4.tif,150516b,DMC,,,
48860,95223089,糯仔田,120522b_29~0071_hr4,90,一般圖,20120522,220418.372,2713008.938,222956.897,2715782.964,95223089_120522b_29~0071_hr4.tif,120522b,DMC,,,
48917,95223097,南通灣,120522b_27~0275_hr4,90,一般圖,20120522,215345.168,2710250.761,217885.2,2713025.699,95223097_120522b_27~0275_hr4.tif,120522b,DMC,,,
49010,95223100,烏梅坑,180519_0427_mtbn,30,一般圖,20180519,222946.188,2710235.388,225484.705,2713008.938,95223100_180519_0427_mtbn.tif,180519_,ADS40,,,
49034,96181001,中興,140628d_51~0013_hr4,20,一般圖,20140628,276454.252,2541353.508,279022.451,2544126.574,96181001_140628d_51~0013_hr4.tif,140628d,DMC,,,
49074,96181011,麻竹嶺,130602d_51~0060_hr4,90,一般圖,20130602,276459.121,2538585.178,279027.786,2541358.232,96181011_130602d_51~0060_hr4.tif,130602d,DMC,,,
49112,96181021,隆昌,151028d_51~0157_hr4,10,一般圖,20151028,276463.985,2535816.858,279033.116,2538589.899,96181021_151028d_51~0157_hr4.tif,151028d,DMC,,,
49216,96183004,豐源,091028j_09~0368_hr4,0,一般圖,20091028,258529.919,2513649.935,261099.473,2516419.824,96183004_091028j_09~0368_hr4.tif,091028j,DMC,,,
49287,96183012,知本,160714d_42~0180_hr4,10,一般圖,20160714,253395.467,2510879.701,255964.551,2513648.713,96183012_160714d_42~0180_hr4.tif,160714d,DMC,,,
49472,96184002,阿蘭山(一),130323f_42~0012_hr4,20,一般圖,20130323,253388.642,2541330.633,255952.577,2544099.748,96184002_130323f_42~0012_hr4.tif,130323f,DMC,,,
49479,96184003,鹿鳴山(四),150517f_43~0031_hr4,20,一般圖,20150517,255951.481,2541331.429,258515.888,2544100.981,96184003_150517f_43~0031_hr4.tif,150517f,DMC,,,
49577,96184010,下角港,160715d_50~0051_hr4,40,一般圖,20160715,273891.397,2541349.22,276459.121,2544121.846,96184010_160715d_50~0051_hr4.tif,160715d,DMC,,,
49600,96184013,鹿鳴山(三),130323f_43~0083_hr4,90,一般圖,20130323,255952.577,2538563.118,258517.454,2541332.661,96184013_130323f_43~0083_hr4.tif,130323f,DMC,,,
49606,96184014,鹿鳴山(二),130323f_44~0097_hr4,90,一般圖,20130323,258515.888,2538564.349,261081.238,2541334.329,96184014_130323f_44~0097_hr4.tif,130323f,DMC,,,
49805,96184029,七塊厝,131201d_49~0406_hr4,0,一般圖,20131201,271336.392,2535808.732,273904.575,2538580.894,96184029_131201d_49~0406_hr4.tif,131201d,DMC,,,
49841,96184032,紅葉山(二),130317e_42~0004_hr4,40,一般圖,20130317,253390.511,2533025.729,255955.856,2535794.816,96184032_130317e_42~0004_hr4.tif,130317e,DMC,,,
49845,96184032,紅葉山(二),170812_0252_mtbn,20,一般圖,20170812,253390.511,2533025.729,255955.856,2535794.816,96184032_170812_0252_mtbn.tif,170812_,ADS40,,,
49924,96184038,銅礦,150611d_48~0220_hr4,20,一般圖,20150611,268776.047,2533037.021,271344.223,2535808.732,96184038_150611d_48~0220_hr4.tif,150611d,DMC,,,
49933,96184038,銅礦,210527d_48~0222_hr4,20,一般圖,20210527,268776.047,2533037.021,271344.223,2535808.732,96184038_210527d_48~0222_hr4.tif,210527d,DMC,,,
49988,96184044,龍過脈,110604j_18_0508_hr4,90,一般圖,20110604,258520.58,2530259.466,261087.335,2533029.416,96184044_110604j_18_0508_hr4.tif,110604j,DMC,,,
49993,96184044,龍過脈,151028d_44~0315_hr4,20,一般圖,20151028,258520.58,2530259.466,261087.335,2533029.416,96184044_151028d_44~0315_hr4.tif,151028d,DMC,,,
50058,96184048,都蘭山,140530d_48~0142_hr4,40,一般圖,20140530,268779.49,2530268.728,271348.132,2533040.427,96184048_140530d_48~0142_hr4.tif,140530d,DMC,,,
50093,96184050,興昌,160715d_50~0067_hr4,40,一般圖,20160715,273908.958,2530275.969,276478.546,2533048.546,96184050_160715d_50~0067_hr4.tif,160715d,DMC,,,
50114,96184052,上里(二),170108_0414_mtbn,90,一般圖,20170108,253391.754,2527489.17,255958.037,2530258.238,96184052_170108_0414_mtbn.tif,170108_,ADS40,,,
50171,96184056,山里,191111_0237_mtbn,30,一般圖,20191111,263652.531,2527494.947,266220.696,2530265.76,96184056_191111_0237_mtbn.tif,191111_,ADS40,,,
50280,96184065,頂岩灣,140929d_45~0197_hr4,20,一般圖,20140929,261089.363,2524724.581,263657.524,2527494.947,96184065_140929d_45~0197_hr4.tif,140929d,DMC,,,
50292,96184065,頂岩灣,221006d_45~0024_hr4,40,一般圖,20221006,261089.363,2524724.581,263657.524,2527494.947,96184065_221006d_45~0024_hr4.tif,221006d,DMC,,,
50309,96184066,利吉,210527d_46~0058_hr4,0,一般圖,20210527,263655.029,2524726.675,266223.66,2527497.477,96184066_210527d_46~0058_hr4.tif,210527d,DMC,,,
50397,96184075,岩灣,140530d_45~0131_hr4,30,一般圖,20140530,261091.389,2521956.32,263660.016,2524726.675,96184075_140530d_45~0131_hr4.tif,140530d,DMC,,,
50400,96184075,岩灣,151016d_45~0011_hr4,90,一般圖,20151016,261091.389,2521956.32,263660.016,2524726.675,96184075_151016d_45~0011_hr4.tif,151016d,DMC,,,
50486,96184082,東興(一),140530d_42~0004_hr4,20,一般圖,20140530,253393.614,2519184.397,255961.299,2521953.437,96184082_140530d_42~0004_hr4.tif,140530d,DMC,,,
50487,96184082,東興(一),140929d_42~0071_hr4,30,一般圖,20140929,253393.614,2519184.397,255961.299,2521953.437,96184082_140929d_42~0071_hr4.tif,140929d,DMC,,,
50633,96184093,新園,130930b_43~0015_hr4c,0,一般圖,20130930,255961.299,2516416.946,258529.919,2519186.41,96184093_130930b_43~0015_hr4c.tif,130930b,DMC,,,
50859,96191015,加納納,131201d_55~0702_hr4,40,一般圖,20131201,286576.026,2593975.288,289137.216,2596750.39,96191015_131201d_55~0702_hr4.tif,131201d,DMC,,,
50876,96191016,春日,170813_0220_mtbn,0,一般圖,20170813,289129.847,2593981.862,291691.523,2596757.413,96191016_170813_0220_mtbn.tif,170813_,ADS40,,,
50885,96191017,頂仔老,140627d_57~0273_hr4,20,一般圖,20140627,291683.673,2593988.879,294245.835,2596764.88,96191017_140627d_57~0273_hr4.tif,140627d,DMC,,,
50905,96191019,納納山,130531d_59~0387_hr4,20,一般圖,20130531,296791.341,2594004.244,299354.478,2596781.145,96191019_130531d_59~0387_hr4.tif,130531d,DMC,,,
50997,96191028,織羅山,131030d_58~0351_hr4,30,一般圖,20131030,294245.835,2591227.808,296808.956,2594004.244,96191028_131030d_58~0351_hr4.tif,131030d,DMC,,,
